frozenset({'溜溜筆'}),0.012371113400206019
frozenset({'卡片'}),0.013507215649408447
frozenset({'信套'}),0.014419297736796313
frozenset({'口紅膠'}),0.016507485673710635
frozenset({'隔熱墊'}),0.01224910241921773
frozenset({'名片卡'}),0.010800972087487874
frozenset({'真順筆'}),0.012683141482733445
frozenset({'膠帶'}),0.02955666009940895
frozenset({'眉筆'}),0.016947525277274954
frozenset({'烤盤'}),0.010184916642497824
frozenset({'頸繩'}),0.04196377673990659
frozenset({'削筆器'}),0.01651148603374304
frozenset({'咖啡'}),0.01737956416077447
frozenset({'牙刷'}),0.013127181446330169
frozenset({'禮卡'}),0.01418327649488454
frozenset({'襪套'}),0.03296096648698383
frozenset({'貼紙'}),0.06676000840075606
frozenset({'自動鉛筆'}),0.03244291986278765
frozenset({'擦手巾'}),0.01308717784600614
frozenset({'玉米餅'}),0.02514426298366853
frozenset({'蠟筆'}),0.013851246612195098
frozenset({'便條紙'}),0.03012271104399396
frozenset({'內搭褲'}),0.012545129061615545
frozenset({'曬衣架'}),0.025194267484073565
frozenset({'背心袋'}),0.1619985798721885
frozenset({'原子筆'}),0.049702473222590034
frozenset({'沐浴乳'}),0.014093268394155475
frozenset({'冬粉'}),0.04063765738916503
frozenset({'書衣'}),0.017003530317728596
frozenset({'筆記'}),0.04464001760158414
frozenset({'票卡夾'}),0.013725235271174406
frozenset({'濕巾'}),0.011309017811603045
frozenset({'飲料'}),0.018869698272844557
frozenset({'手套'}),0.011503035273174585
frozenset({'蜜糖'}),0.012823154083867548
frozenset({'鉛筆'}),0.013075176765908933
frozenset({'奇異筆'}),0.02968467162044584
frozenset({'彩色筆'}),0.029156624096168655
frozenset({'馬桶刷'}),0.025014251282615436
frozenset({'魔擦筆'}),0.03581522337010331
frozenset({'牛奶糖'}),0.01606144553009771
frozenset({'捲尺'}),0.014859337340360632
frozenset({'名片盒'}),0.03256293066375974
frozenset({'鳳梨酥'}),0.02123191087197848
frozenset({'眼彩筆'}),0.05320078807092638
frozenset({'仙貝'}),0.014383294496504686
frozenset({'標籤'}),0.024558210238921505
frozenset({'桌墊'}),0.01041093698432859
frozenset({'圓枕'}),0.010238921502935264
frozenset({'濃湯'}),0.01722755047954316
frozenset({'筆記本'}),0.017607584682621438
frozenset({'美工刀'}),0.011239011511035993
frozenset({'電池'}),0.0161854566911022
frozenset({'束口袋'}),0.013969257233150983
frozenset({'收納袋'}),0.011022992069286235
frozenset({'特厚紙'}),0.013147183246492184
frozenset({'紙膠帶'}),0.03736736306267564
frozenset({'便利貼'}),0.01636547289256033
frozenset({'麥片'}),0.04426798411857067
frozenset({'米果'}),0.02488623976157854
frozenset({'鉛筆芯'}),0.010032902961266514
frozenset({'感謝卡'}),0.016151453630826776
frozenset({'紅包袋'}),0.012337110339930594
frozenset({'便當袋'}),0.032504925443289895
frozenset({'修正帶'}),0.0515846426178356
frozenset({'便條'}),0.013535218169635268
frozenset({'麵'}),0.010526947425268274
frozenset({'洗髮乳'}),0.015711414027262453
frozenset({'雪平鍋'}),0.017057535178166036
frozenset({'紙帶'}),0.015099358942304807
frozenset({'公文袋'}),0.015079357142142792
frozenset({'信封'}),0.010098908901801162
frozenset({'軟糖'}),0.01802362212599134
frozenset({'鋼珠筆'}),0.06282965466892021
frozenset({'口罩'}),0.010184916642497824
frozenset({'粉撲'}),0.012951165604904441
frozenset({'洗衣網'}),0.03231890870178316
frozenset({'剪刀'}),0.01418327649488454
frozenset({'橡皮擦'}),0.028128531567841106
frozenset({'卡套'}),0.023832144893040374
frozenset({'墨水匣'}),0.010138912502125192
frozenset({'生日卡'}),0.01578942104789431
frozenset({'面紙'}),0.010510945985138662
frozenset({'巧克力'}),0.056139052514726326
frozenset({'一字夾'}),0.024056165054854937
frozenset({'螢光筆'}),0.06376973927653488
frozenset({'筆芯'}),0.09689472052484724
frozenset({'牙膏'}),0.012791151203608325
frozenset({'面膜'}),0.01609144823034073
frozenset({'筆袋'}),0.014015261373523618
"frozenset({'筆芯', '螢光筆'})",0.010362932663939754
"frozenset({'筆芯', '修正帶'})",0.010378934104069367
"frozenset({'背心袋', '冬粉'})",0.01021891970277325
"frozenset({'背心袋', '麥片'})",0.010966987028832595
"frozenset({'背心袋', '巧克力'})",0.012385114660319428
"frozenset({'鋼珠筆', '筆芯'})",0.013763238691482233
"frozenset({'背心袋', '眼彩筆'})",0.011004990449140422
